title,price
Кассир в магазин, 6000 грн
Копирайтер (fashion  ст. м. Петровка), 6000 грн
Асистент департаменту маркетинга, 6000 грн
Диспетчер  логист в такси, 6000 грн
Дизайнер-оформитель (Голосеевский район), 6000 грн
Контент-менеджер, 6000 грн
Кладовщик по приему товара (пр. Палладина  16/39), 6000 грн
Повар-заготовщик в мясной ресторан, 6000 грн
Монтажник телекоммуникационных сетей, 6000 грн
Оператор call-центра (входящие  ст. м. Контрактовая), 6000 грн
Кассир ресторана, 6000 грн
Проектный менеджер в отдел маркетинга  помощник маркетолога, 6000 грн
Менеджер по организации курьерской службы со знанием иностранного языка, 6000 грн
Администратор гостиницы и ресторана, 6000 грн
Менеджер по работе с клиентами, 6000 грн
"Сушист (ТРЦ ""Дрим Таун"")", 6000 грн
"Кассир (ТРЦ ""ДримТаун""  ""Алладин""  ""Гулливер""  ""Променада"")", 6000 грн
Заместитель директора службы быстрого реагирования, 6000 грн
Диспетчер, 6000 грн
Оператор почтового отделения (Борщаговка), 6000 грн
Менеджер отдела контроля качества, 6000 грн
Кладовщик (электрика  светильники), 6000 грн
Помощник бухгалтера, 6000 грн
Помощник бухгалтера, 6000 грн
Оператор почтового отделения (ул. Ушинского), 6000 грн
Инженер отдела мониторинга сети (NOC), 6000 грн
Хостес, 6000 грн
Кассир, 6000 грн
Грузчик, 6000 грн
Офис-менеджер, 6000 грн
Менеджер по закупкам, 6000 грн
Специалист по приему и обработке груза (Борщаговка), 6000 грн
Табельник, 6000 грн
Повар в отель, 6000 грн
Продавец-консультант техники (левый берег), 6000 грн
Бухгалтер, 6000 грн
Логист, 6000 грн
Оператор call-центра, 6000 грн
Рекрутер, 6000 грн
Водій навантажувача (р-н Теремки), 6000 грн
Менеджер по работе с клиентами, 6000 грн
